post_id,utility_id,year,language,annotator1_task_a,annotator1_task_b,annotator2_task_a,annotator2_task_b,task_a_agreement,task_b_agreement,both_tasks_agreement
10155379341481714,U10,2018,Swedish,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,True,True
1150694767059209,U10,2024,Swedish,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
1104239308406895,U01,2025,Finnish,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
205746101557542,U12,2021,Finnish,Routine / institutional / customer service / other,Education / awareness,Service disruption / repair / infrastructure,Education / awareness,False,True,False
10151495450961240,U04,2013,Norwegian,Water quality / safety / public health,Institutional promotion / community news,Water quality / safety / public health,Institutional promotion / community news,True,True,True
982532571770389,U03,2015,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,False,True,False
1518699882936377,U07,2025,Dutch,Routine / institutional / customer service / other,Instruction / advice to public,Service disruption / repair / infrastructure,Instruction / advice to public,False,True,False
683833033089737,U07,2022,Dutch,Water conservation / drought / demand management,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,False,True,False
4086958637994418,U03,2021,Portuguese,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
674340204723314,U08,2023,French,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
1576774379065917,U01,2018,Finnish,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,True,True
5916545428369054,U03,2022,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
5357066027680655,U04,2022,Norwegian,Water conservation / drought / demand management,Reassurance / safety information,Water conservation / drought / demand management,Reassurance / safety information,True,True,True
603104276410211,U04,2013,Norwegian,Routine / institutional / customer service / other,Education / awareness,Public education / heritage / community engagement,Education / awareness,False,True,False
1356935114330131,U03,2016,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Education / awareness,True,False,False
2375012196145489,U12,2019,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
1441865056301151,U09,2022,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
548314402322892,U09,2019,Italian,Service disruption / repair / infrastructure,Alert / warning,Water quality / safety / public health,Operational update / resolution,False,False,False
10159510418789268,U08,2021,French,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
578611595612016,U05,2015,German,Routine / institutional / customer service / other,Institutional promotion / community news,Water quality / safety / public health,Institutional promotion / community news,False,True,False
173162749471393,U03,2012,Portuguese,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
999990383821956,U09,2021,Italian,Service disruption / repair / infrastructure,Alert / warning,Water quality / safety / public health,Operational update / resolution,False,False,False
